page,headword_khowar,transliteration,part_of_speech,english_gloss,example_no,example_khowar,example_english,
34,خورمہ,xormá,n,date (tree or fruit),1,پھتی خورمہ گوغینی بیتی شینی۔,Some of the dates are worm-infested.,
34,خوروݰی,xoróṣi,adj,annoyed,1,خوروݰی بیکو اچی خیݰیتام۔,"When he/she/they got annoyed, I pacified him/her/them.",
34,خوش,xoš,adj,"pleasing, liked, favorite, dear",1,ژوڑ مہ خوش۔ پیشماک مہ  دِش۔,I like the kernels; I don't like the husks.,
34,خوشان,xošán,adj,happy,1,موشو دوروت خوشان بیتی بغاے۔,She went happily to her husband's house.,
34,خوشپ,xošp,n,dream,1,پھتی رو خوشپو اڑوسپی نیزیک نو بونی۔,Some people are not able to remember a dream when they wake up.,
34,خوََک,xuk,n,pig,1,خوک کُݰی اَسستاوا؟,Did you slaughter a pig?,
34,خمار,xumár,n,"strong enthusiasm, desire",1,ݰپیکوت کیہ خُمار نو گویان۔,I don't feel any great desire to eat now.,
34,خماری,xumári,adj,habituated,1,خماری بیکو کا لاکویان؟,Who will let you become accustomed to this?,
34,خومیک,xomík,vi,"1) to descend; (2) to have to spend, to have one's resources diminished",1,جہاز یو خومیتاے۔,The plane landed.,
34,خومیک,xomík,vi,"1) to descend; (2) to have to spend, to have one's resources diminished",2,ژیریا کیہ بو خومیتاوا؟َ,Did you have to spend much on the celebration?,
35,خون,xun,n,"blood; murder, injustice",1,خون کوریتاے۔,He/she murdered someone.,
35,خویانو,xoyánu,n,"stomach, innards (of animals; rude to use of humans); used sarcastically of a greedy person, whose stomach is never full",1,خویانان جم نگی لَچھاوے۔,Wash the stomach and intestines well and boil them.,
35,خیر,xer,n,bad smell,1,توقو خیر گویان۔,The mud stinks.,
35,خیݰگوم,xeṣgúm,n,carrot,1,خیݰگوم شخ اݰکاموت ویز۔,Cooked carrots are good for the stomach.,
35,خیݰیئک,xeṣéik,vt,"to appease, mollify",1,خیݰیئکو بی اسونی۔,They have gone to appease.,
35,څدار,tsadár,n,"sheet, large doputtah or shawl",1,څدارو پوردُوئی بوغے۔,Wrap your shawl around you before you go.,
35,څوپ,tsop,n,"heap, pile",1,زپان څوپ کوری کیانی کوسان؟,Why are you piling up the clothes.,
35,څوپیک,tsopík,vt,to collect piece by piece; to glean,1,ݯھیتری سور څوپاو اوشتام۔,I was collecting ears in the field.,
35,څوغن,tsóγun,n,wood chisel,1,څوغن موٹُو ہوے۔,The chisel became dull.,
35,څوقیک,tsoqík,vt,to gulp quickly (liquid),1,چایو څوقی اف نساے۔,He/she gulped his/her tea and left.,
35,څون,tson,adj,)too( short,1,شوقہ څون بیرُو بیراے۔,The shoqa has become too short.,
35,څہت,tsaht,n,1) slit at sides of a shirt; (2) gap in a hedge,1,پیرانو څہت زروٹھی شیر۔,The slit of the shirt is ripped.,
35,څہت,tsaht,n,1) slit at sides of a shirt; (2) gap in a hedge,2,څہتہ پولوغ شیراے۔,There is a thorn fence in the gap in the hedge.,
36,څیق,tseq,adj,small; n child,1,څیق کیڑیران۔,The child is crying.,
36,څھونځر,tshóndzur,n,shoemaker's) awl,1,څھونځرو سورا بخ نیزے۔,Make a hole with the awl.,
36,ځاہ,dzah,adj,"wet, moist; (2) n salin, curry (i.e. moist flavorful dish eaten with bread or rice)",1,بوݰیکو مہ زپ ځاہ ہونی۔َ,When it rained my clothes got wet.,
36,ځاہ,dzah,adj,"wet, moist; (2) n salin, curry (i.e. moist flavorful dish eaten with bread or rice)",2,کیہ ځاہ کوسان؟,What dish are you making?,
36,ځوخ,dzox,n,thorn,1,ځوخ مہ ݯونگ پراے۔,A thorn pricked me.,
36,دار,dar,n,wood,1,دارو قیمت اسنی شیر۔,The price of wood has risen.,
36,داربت,daárbát,adv,for a little while,1,داربت نِشی بیسی۔,Let's sit for a little while and then go.,
36,داریک,darík,vt,"1) to tolerate, withstand, endure; (2) to fatten an animal for slaughter",1,ای انوس دی ݯھُویوت داریک نو بیتام۔,I couldn't tolerate hunger for even one day.,
36,داریک,darík,vt,"1) to tolerate, withstand, endure; (2) to fatten an animal for slaughter",2,برانو داری جم تھولاوے۔,Fatten up the sheep well for slaughter.,
36,داڑم,dáɫum,n,pomegranate,1,داڑم شورو گور پچُوسر۔,Pomegranates ripen late in the fall.,
36,داغ,daγ,n,1) hot oil poured on rice after it is cooked; (2) stain (< Urdu); (3) adj devastated with grief,1,پختیئو داغ نو کوری اسونی۔,They haven't put the hot oil on top of the rice.,
36,داغ,daγ,n,1) hot oil poured on rice after it is cooked; (2) stain (< Urdu); (3) adj devastated with grief,2,اوا داغ  ہوتام۔,I am devastated.,
37,دال,dal,n,1) dal (i.e. split dried legumes); (2) coarsely ground flour,1,چَنا دال ݰاو نو لَچھُوران۔,Split chick peas do not cook quickly.,
37,دال,dal,n,1) dal (i.e. split dried legumes); (2) coarsely ground flour,2,ژوؤ دال دیتی الاے۔,He got the grain ground coarsely and brought it.,
37,داڑیئک,daɫéik,vt,"1) to drive away, to exile; (2) to release animals in mountain pasture",1,لیشان دودیری داڑیتاے۔,He/she released the cows for grazing far away.,
37,دان,daán,n,roasted grain,1,دون دانی نو ݯوکیتانی۔,My teeth didn't attach to the roasted grain.,
37,داہت,daht,adj,"dirty, polluted, nasty",1,داہت اُوغو موپیے۔,Don't drink the dirty water.,
37,دپھیئک,daphéik,vt,"to pound, to crush",1,مَسالان دپھیئی جم پالُم  کوؤ۔,Pound the spices nice and fine.,
37,دپھیئک,daphéik,vt,"to pound, to crush",2,شلیو دَپھیئی پازگاہ کوسرے۔,Pound the rice and clean it.,
37,دچھار,dučhár,adj,"face to face; vi َُ encounter, to embrace",1,مکافتو سو دچھار ہونی۔,They faced misfortune,
37,دچھار,dučhár,adj,"face to face; vi َُ encounter, to embrace",2,تت ژاوو سوم دوچھار ہوے۔,The father embraced his son.,
37,درَاک,darák,n,"trace, sign; understanding",1,شامہ پت موشو دراک نو ہوے۔,By evening there was no sign of the man.,
37,درَاک,darák,n,"trace, sign; understanding",2,کیہ دراکہ نو پراے۔,He/she didn't understand.,
37,درخت,draxt,n,trees (non fruit-bearing) and bushes (collective noun),1,درختان پھیرکی دارانو اریر۔,He cut down trees and bushes and made a woodpile.,
37,درَختوَسار,draxtusár,adj; adv,having suffered troubles,1,درختوسار بیتی سفارار اچی ہاے۔,Having suffered troubles he/she returned from his/her) travels.,
38,دروازَہ,darwazá,n,door,1,دور شیر دروازہ نیکی۔ روے اسونی ہوازہ نیکی۔,"There is a house, but no door. There are people but no voices.",
38,دروݯ,droc̣,n,grapes,1,دروݯ ڑاے دیتی شیر۔,Grapes have begun to ripen,
38,دروخیک,droxík,vi,to itch,1,دروخیک متسختی کوری شیر۔,Itching has tormented me.,
38,دروخیئک,druxéik,vt,"to cause to itch, to scratch an itch",1,دروخیئکو دوغور مو لاوے۔,May you not have fingernails to scratch an itch.,
38,دردانہ,durdaná,n,"pearl, gem; excellent thing or person",1,تہ ژاو فقط دوردانہ بیراے۔,Your son is quite a gem.,
38,دریانو,driyánu,n,"landslide (dry, large)",1,دریانو چھیتی ݯھیتر نس نس ہوے۔,"When the landslide occurred, the field broke into pieces.",
38,دریݱ,driẓ,n,scree slope,1,دریݱ ژویو غیری اوغ چھیردو بیراے۔,When the scree slope slid down into the water channel the water was cut off.,
38,دریغ,dréγ,n,mere talking/thinking about starting something; inability to start something,1,دریغ کوری مو بیہچے۔ رُوپھے۔,Don't just sit talking about starting - get up and start.,
38,دش,diš,adj; adv,"displeasing, disliked, not on speaking terms, out of order; extremely; with reversed sense: wonderful",1,باشیئک مہ دش۔,I don't like singing.,
38,دش,diš,adj; adv,"displeasing, disliked, not on speaking terms, out of order; extremely; with reversed sense: wonderful",2,دِش موش۔,He is a wonderful/very good man.,
38,دش,diš,adj; adv,"displeasing, disliked, not on speaking terms, out of order; extremely; with reversed sense: wonderful",3,اوا تہ سو دش۔,I am angry with you.,
38,دشل,díšul,n,verbal abuse (Lit. 'bad words'),1,دِشُل کوریک شُوم عادت۔,To verbally abuse is a bad habit.,
38,دک,duk,n,spinning weight,1,دُک گیئکو نو بوم۔,I am not able to spin with a spinning weight.,
39,دلاسہ,dilasá,n,consolation,1,څیقو دِلاسہ کورے۔,Console the child!,
39,دماغ,dimáγ,n,"brain, mind",1,دماغو خراب موکورے۔,Don't nag me.,
39,دمیک,dumík,vt,to pull apart raw wool by hand,1,پوݰپ دمیکو غوش نو بویان۔,There is no time to hand-card wool.,
39,دنیچ,daníč,adj,1) smooth and straight (e.g. of tree without branches and spurs); (2) regular featured (of a person),1,دنیچ دارحجاتہ گویان۔,"Smooth, straight wood is needed.",
39,دنیچ,daníč,adj,1) smooth and straight (e.g. of tree without branches and spurs); (2) regular featured (of a person),2,ڈق کیہ جم دنیچ نو بیراے۔,The boy did not turn out to be very good-looking.,
39,دنیک,duník,vi,to think,1,دُنیکو یادی گوے۔,"On thinking, it will come to mind.",
39,دواہت,duwáht,n,door,1,دواہت ݯیقھیران۔,The door is creaking.,
39,دوََدیری,dudéri,adj; n,"distant, far; distance",1,دُودیریار خیسمت بیتی ہاے۔,"He/She came from far away, tired out.",
39,دوڑ,doɫ,adj; adv,"loud, strong, forceful; strongly, forcefully",1,دوڑ دیکو بازو ݯھَمیتاے۔,From being hit hard my arm hurt me.,
39,دوڑیک,doɫík,vi,to shiver (with cold or fever),1,انداو سورا دیکو دوڑیتاے۔,"When he/she suffered an attack of fever, he/she began to shiver.",
39,دوسیک,dosík,vt,"to hold, grasp, catch, grab",1,کہاک اُشٹوریتاے۔ دوسیکو نو بیتام۔,The hen escaped; I wasn't able to catch it.,
39,دوشنبہ,dušambéh,n,Monday,1,چھوچی دوشنبہ شیر۔,Tomorrow is Monday.,
39,دوݰ,doṣ,adv; n,yesterday,1,دوݰ مہ غوش نو ہوے۔,Yesterday I didn't have time.,
40,دوغ,doγ,n,"milk, dairy product",1,دوغ کہ نو ہوے تکلیف بوے۔,"If there is no milk, there will be a problem.",
40,دغُور,duγúr,n,"fingernails, toenails",1,دُغُوران روئیکو مو لاکے۔,Don't let your fingernails grow.,
40,دغُور,duγúr,n,"fingernails, toenails",2,دغُور نِݰپوڑی بغاے۔,His/her/my nail fell off.,
40,دون,don,n,tooth,1,دون ݯھومیکو کیڑیران۔,He/she is crying from toothache.,
40,دؤون,doón,n,ghee,1,لُوؤ لوٹ کوریکو سار دونو لوٹ کوؤ۔,"Rather than talking a lot, make a lot of ghee.",
40,دونځیک,dondzík,vt,"to cut into pieces (e.g. onions, apples, meat, tomatoes)",1,ٹھیشٹوان جم دونځے۔,Cut the onions nice and fine.,
40,دونیک,doník,n,milk pot,1,لیشُو دونیکہ ٹپ ݯھیر پراے۔,The cow gave enough milk to fill the milk pot.,
40,دوو,dow,n,"1) torch made of single stick; (2) light visible at night (e.g. in graveyards) thought to be evil spirit which has fire in its mouth; (3) giant, ogre",1,دوو ݯکاوے مݰکیسی۔,Light a torch; we will look for it.,
40,دوو,dow,n,"1) torch made of single stick; (2) light visible at night (e.g. in graveyards) thought to be evil spirit which has fire in its mouth; (3) giant, ogre",2,دوو کوسیکو پوشیتام۔,I saw an evil spirit walking about.,
40,دوَہت,duht,adj,all,1,دوہت روے جمع بیتی دُعا ارینی۔,All the people came together and said a prayer.,
40,دہار,dahár,n,mountain ridge,1,دہار اپھار نسیکو سو تونیݰو مہ رویتوُ پراے۔,As I crossed over the ridge I came face to face with an ibex.,
40,دی,di,conj,"1) also, else; (2) and so forth; (3) even (in negative contexts)",1,وا دی کیہ لُو دیت۔,Say something more.,
41,دیک,dik,vt,1) to beat; (2) to give,1,دیک تہ خوشا؟,Would you like to be beaten?,
41,دیک,dik,vt,1) to beat; (2) to give,2,مݰکیکو سار دیک جم۔,It is better to give than to ask for things.,
41,دیک,dik,vt,1) to beat; (2) to give,3,ائیکون مَتے پراے۔,He/she gave the egg to me.,
41,دیئک,deék,س,to run,1,څیق ڈق دیئک ژانیر۔ اُسنی دیک نو۔,"The little boy knows how to run, but he doesn't know how to rise again.",
41,ڈازی,ḍázi,n,firing in the air (on happy occasions),1,ڈازی کوراوا تھوئیک پھت ہوے۔,While someone was firing in the air his rifle burst.,
41,ڈال,ḍal,n,group,1,روے ڈال باو گونیان۔,The people are coming in groups.,
41,ڈانگ,ḍaáng,n,"cooking fireplace, hearth",1,ڈانگو تیل لَچھوران۔,On the hearth oil is boiling.,
41,ڈپھیئک,ḍuphéik,vi,"to knock; to beat fast, pound (of heart)",1,چھُویو کا دُواہتہ ڈُپھیتای۔,At night someone knocked at the door.,
41,ڈٹ,ḍaṭ,n,"pit; adj sagging in the middle, loose (e.g. a charpai)",1,اوغ ڈَٹہ ٹِپ ہوے۔,The pit is full of water.,
41,ڈخیئک,ḍuxéik,vt,to nudge/prod the mother's udders when milk is no longer flowing (of calf),1,بݯھوڑ نَنو ڈُخیران۔,The calf is nudging its mother.,
41,ڈشٹ,ḍišṭ,n,handspan,1,ڈشٹ دیتی مہ پَشاوے۔,Measure it in handspans and show me.,
41,ڈف,ḍaf,n,tambourine,1,ڈق ڈُف دونیان,The boys are playing the tambourine.,
42,ڈق,ḍaq,n,boy,1,ڈق سَبَقار نوما گونی۔,The boys haven't come back from school yet.,
42,ڈک,ḍuk,n,"1) a small swelling, (2) hump (on back)",1,کھانجہ بوہت ڈُک بیتی نِݰی نِسی شیر۔,A rock in the wall has come out and is projecting from the wall.,
42,ڈک,ḍuk,n,"1) a small swelling, (2) hump (on back)",2,کریمہ ڈُک موش کا اوشوے؟,Who was the hump-backed man?,
42,ڈنڈیک,ḍunḍík,vt,"1) to fluff wool with a bow; (2) to do something thoroughly (especially, learn a lesson)",1,واو پوݰپ ڈُنڈیران۔,The old woman is fluffing wool with a bow.,
42,ڈنڈیک,ḍunḍík,vt,"1) to fluff wool with a bow; (2) to do something thoroughly (especially, learn a lesson)",2,ڈق سبقو ڈُنڈی اواے۔,The boy studied the lesson thoroughly.,
42,ڈنگ,ḍang,adj,"hard, stiff",1,ڈنگ پلوگی مہ دون نو ݯَکُور۔,I can't bite hard apples.,
42,ڈنگکَوڑ,ḍang koóɫ,n,ankle (bone),1,ڈنگ کوڑ بوہت تو دیتی جابجا ہوتام۔,My ankle hit a rock and I was unable to move.,
42,ڈوخ,ḍox,n,"bare earth, barren land, infertile land",1,حیوان گازو ژُوتی ڈوخ ارینی۔,The animals ate the grass to the roots.,
42,ڈور,ḍor,n,"hopper (cylindrical container, part of water mill into which grain is put to funnel it into the mill); a very tall and heavy person",1,ڈورار غیر خورا نو بوے۔,A water mill cannot be without a hopper.,
42,ڈور,ḍor,n,"hopper (cylindrical container, part of water mill into which grain is put to funnel it into the mill); a very tall and heavy person",2,ہے دوری لوٹ ڈور واو اسور۔,In that house there is a huge old woman.,
42,ڈوری,ḍóri,n,large wooden spoon,1,ای ڈوریہ ځاہ مت څت نو بوے۔,I won't be satisfied with one spoonful of salin.,
42,ڈوغیئک,ḍoγéik,vi,"to moo, low (of cows)",1,لیشُو ݯھُوے بیتی ڈوغیران۔,The cow is lowing from hunger.,
42,ڈوک,ḍok,n,"high ground, mound",1,ڈوک ژَغا خَتومان ساوزیران۔,He is making a house on high ground.,
42,ڈوک,ḍok,n,"high ground, mound",2,ڈوک ژَغا گان بو کوے۔,The wind blows a lot at elevated places.,
42,ڈوم,ḍom,n,professional musician (instruments only),1,ڈوم جونالیہ باشینیان۔,The Doms are playing in the ground.,
43,ڈوم,ḍum,n,"pile, heap; large quantity",1,بیرموغو ݯھَنیکو یُو غیری ڈُوم ہوے۔,"When the branches of the walnut tree were hit with a pole, a large quantity fell down.",
43,ڈونگو,ḍóngu,adj; n,"1) unripe (fruit); not fully cooked (food); (2) insensitive, thick-witted (of a person who doesn't consider the effects of his words on hearers)",1,ژوُڑی ڈونگو شینی۔,The apricots are unripe.,
43,ڈونگو,ḍóngu,adj; n,"1) unripe (fruit); not fully cooked (food); (2) insensitive, thick-witted (of a person who doesn't consider the effects of his words on hearers)",2,ڈونگو موش لُوغلط پراے۔,"The insensitive, thick-witted man said something wrong.",
43,ڈیم,ḍim,n,"1) headless body, trunk; (2) body of cow that dies of gas-swollen belly",1,سورو لیتانی دیمو نو لیتانی۔,They found the head but didn't find the body.,
43,ڈیم,ḍim,n,"1) headless body, trunk; (2) body of cow that dies of gas-swollen belly",2,لیشو ڈیم بیتی اوبریتاے۔,The cow died because of a swollen belly.,
43,ڈیمبَڑاڅ,n ḍim bɫats,adj,"round (three- dimensional, spherical)",1,ڈیم بڑاڅ دار انگیکوت ناواہڅی اریر۔,It was difficult to bring the round piece of wood.,
43,ڈیک,ḍek,n,leg,1,ڈیک ݯھومیتایا؟,"Does your, leg hurt?",
43,ڈینځیئک,ḍindzéik,vi,alternate pronunciation of,1,ڈینځیئی اف نیسی بغاے۔,He/she got angry and left.,
43,ڈینځوئیک,ḍindzóik,vi,to display anger (physically) and go away still angry.,1,ڈینځوئی اَف نیسی کوئی بغاے۔,He/she left in anger and went off somewhere.,
43,ڈیئک,ḍéik,vt,"to make feel cold, chill",1,اوغ مہ ڈیتاے۔,The water chilled me.,
43,راغیشٹی,raγéšṭi,adv,early,1,راغیشٹی روپھی گیے۔,Get up early and come.,
43,رَاو,raʋ,n,1) (large) flock; (2) species of rhubarb,1,اڑیو ای راو خور گوے۔,Another flock of ducks will come.,
43,راے,ray,n,1) thin mud; (2) opinion (< Urdu),1,اوغ راے بیتی لشٹ گازہ ٹِپ ہوے۔,Water has turned into thin mud and covered our lawn.,
44,رائیک,raík,vi,to bark,1,رینی رائیران۔,The dog is barking.,
44,رپَھیک,ruphík,vi,"1) to stand, get up; (2) to stand for election",1,بپ رُپھیکو نو بویان۔,The old man can't get up.,
44,رپَھیک,ruphík,vi,"1) to stand, get up; (2) to stand for election",2,اَورارار رپھیکو نو بیتام۔,I wasn't able to wake up.,
44,رپَھیک,ruphík,vi,"1) to stand, get up; (2) to stand for election",3,کما ژُن ووٹہ رُپھونیان؟َ,How many people are standing in the election.,
44,رکھوݰیک,rukhuṣík,vi,"to crawl, drag oneself along the ground",1,کوسیکو نو بویان۔ رُکھُوݰیران۔,He/she can't walk; he/she drags himself/herself along the ground.,
44,رکھیݰیک,rakheṣík,vt,to drag along,1,رکھیݰی اتی اوغو دراوے۔,Drag it away and throw it into the water.,
44,رَمبوغ,ramboóγ,n,beans (generic term),1,رَمبوغ جم کوش کوری شینی۔,The bean plants have produced good pods.,
44,رنگ,rang,n,color,1,نگیکو زپان رنگ نِسیتاے۔,With washing the color of the clothes came out.,
44,روخڅیک,roxtsík,vt,to forget,1,روخڅیک مہ سُو ݯوکی شیر۔,I have become forgetful .,
44,روخنی,roxní,n,charcoal,1,موچی روخنیار غیر کورُم کوریکو نو بوے۔,A blacksmith can't work without charcoal.,
44,روژایو,rožáyu,n,daughter-in-law,1,تہ روژایو تعلیمیا۔ بیتعلیم؟,Is your daughter-in-law educated or uneducated?,
44,روشت,rošt,adj,"bright, light",1,روشت کوری لوڑے لیس۔,Light the place; you will find it.,
44,روشت,rošt,adj,"bright, light",2,روشت دُنیوسار وفا نیکی۔,One cannot trust bright clouds .,
44,روݰ,roṣ,adv,"like that, in that way, such",1,روݰ جم کورُم ہوے۔,Such a good thing happened!,
44,رؤوݰ,roóṣ,adj,"1) gray, (2) female (of ducks)",1,رؤوݰ پاے چھانی اریر۔,The gray goat gave birth to a kid.,
44,رؤوݰ,roóṣ,adj,"1) gray, (2) female (of ducks)",2,ای رؤوݰ اڑی ماری الاے۔,He killed a female duck and brought it.,
45,روغ,roγ,n,"1) crack, (2) small runnels in a field; (3) species of pine",1,شیشہ روغ بغاے۔,The glass pane cracked.,
45,روغ,roγ,n,"1) crack, (2) small runnels in a field; (3) species of pine",2,روغ دار قیمت بیتی شیر۔,Pine wood has become expensive.,
45,روم,rum,n,tail,1,رینیو رُوم کیہ وت فروسک نو بوے۔,A dog's tail never becomes straight.,
45,رونڅیرو,rontsíru,n,male goat (younger than tic ̣),1,گُجُور رونڅیرو کوٹیتاے۔,The Gujur castrated the male goat.,
45,رونځیک,rondzík,vi,"to tremble, shiver",1,پُردُومو پوشی رونځیک مہ سورا پراے۔,When I saw the leopard I started trembling uncontrollably.,
45,روئیک,roík,vt,to dye,1,شُوتُر روئیک ورنگ گَنیتام۔,I bought dye to dye thread.,
45,روئیک,ruík,vi,"to grow (of crops, hair)",1,گاز رُوئیران۔,The grass is growing.,
45,روَے,roy,n,"person, people",1,روے بازاروت بینیان۔,People are going toward the bazaar.,
45,ریشٹ,rešṭ,n,avalanche,1,ریشٹ گیتی سین وبوتیتاے۔,An avalanche came and blocked the river.,
45,ریݰو,reṣú,n,"1) bull, ox; (2) stupid person",1,ریݰو قربانی اریر۔,He sacrificed a bull.,
45,ریݰو,reṣú,n,"1) bull, ox; (2) stupid person",2,فقط ریݰو تان بیراے۔,He/she turned out to be a complete idiot.,
45,رینی,reéni,n,dog,1,شاپیر مہ رینیو اویوے۔,A wolf ate my dog.,
45,ریئک,reék,vt,"1) to say; (2) read, study",1,توغوت ریکو دی کار نو اریر۔,Even when someone told him/her he/she did not listen.,
45,ریئک,reék,vt,"1) to say; (2) read, study",2,سبق ریکو بی اسور۔,He/she has gone to study.,
46,ڑاغ,ɫaγ,adj,1) hornless (of goat); (2) bald,1,ڑاغ پاے شیئتھان بوے۔,A hornless goat is mischievous.,
46,ڑاغ,ɫaγ,adj,1) hornless (of goat); (2) bald,2,ڑاغ کپال ڈیسئران۔,Someone’s bald head is feeling cold painfully.,
46,ڑاے,ɫay,adj,"having a design, patterned, printed, colored; n design, pattern",1,ڑاے زَپ دکانہ نیکی۔,There are no patterned clothes in the shop.,
46,ڑاے,ɫay,adj,"having a design, patterned, printed, colored; n design, pattern",2,مرݯ ڑاے دیتی شینی۔,The mulberries have begun to change color.,
46,ڑڅ,ɫits,n,riddle,1,ڑڅ دیک تہ خوشا؟,Do you like to tell riddles?,
46,ڑونگ,ɫung,adj,hornless (of bull or cow),1,ڑونگ ریݰو شوم کِݰیران۔,The hornless bull isn't plowing well.,
46,ڑوو,ɫow,n,fox,1,ڑوو کَہاکو اواے۔,A fox took the hen away.,
46,ڑوواکی,ɫowáki,adj,round (cylindrical),1,ڑوواکی دارا ݯھونیکو مہ ٹھوریتاے۔,"When I put my foot on the round log, it caused me to fall.",
46,ڑوَئیک,ɫuík,vi,to howl (wolf); to bray (donkey),1,بیری شاپیر ڑُوئیران۔,Outside a wolf is howling.,
46,ڑوَئیک,ɫuík,vi,to howl (wolf); to bray (donkey),2,گَوردوغ ڑُوئیران۔,The donkey is braying.,
46,ڑیخ,ɫex,n,curved blade-like implement for mixing flour and water,1,ڑیخو گون اوچھیتاے۔,The handle of the flour-mixing blade broke.,
46,ڑینگیک,ɫengík,vi,"to move, shake",1,گان کوریکو کان ڑینگونیان۔,The trees are shaking from the wind blowing.,
46,زاب,zab,n,insistence,1,زاب کوری مہ گَنی اواے۔,He/she insisted and took me with her/him.,
46,زار,zar,n,"gold, golden embroidered clothes",1,زارا مڑاغ کوری ژُورو ویݰیتاے۔,He/she wrapped his/her daughter with golden embroidery and married her off.,
46,زارو,zarú,adj,"old, aged; n old person",1,نن تَت زارُو ہونی۔,Someone's parents became old.,
47,زاڑیئک,zaɫéik,vt,"to shake (a tree to knock down fruit), (a person to wake him), (walls by an earthquake)",1,ژُوڑی زاڑیئی مَتے الاے۔,He/she shook an apricot tree and brought the fruit to me.,
47,زاڑیئک,zaɫéik,vt,"to shake (a tree to knock down fruit), (a person to wake him), (walls by an earthquake)",2,بولموژُو دِش زاڑیتاے۔,The earthquake shook strongly.,
47,زاغ,zaγ,n,animal fat (after rendering),1,زاغ ݰوݰپوت ٹاربَٹ رینی۔,ṣoṣp cooked in animal fat is called ṭárbaṭ.,
47,زاغ,zaγ,n,animal fat (after rendering),2,زاغی مو دوسے۔,Don't touch the fat.,
47,زانو,zánu,n,knee,1,زانُو ݯھَمُوران۔,My knee is hurting.,
47,زپ,zap,n,"clothes, garments",1,زَپ ناغزی ہونی۔,The clothes got dirty,
47,زچ,zač,adj,"lactating (of human, animal)",1,زچ لیشُو پہتَکوسار قیمَت۔,A lactating cow is more expensive than a dry one.,
47,زرنگیئک,zrangéik,vi,"to produce a metallic sound (e.g. metal bracelets, metal vessels), tinkle, clang, clash, clank",1,چومران زرنگیئی چھُویو بغانی۔,They rattled the metallic things and left at night.,
47,زروپ,zrup,adj,very close to one another; almost covering,1,اسمانی اِستاری زرُوپ نایُونیان۔,The sky seems almost covered with stars.,
47,زندگی,zindagí,n,life,1,زندگیا ایوال ایوالو سُو کوٹھُو دئیلیک۔,In life people should help one another.,
47,زنگار,zangár,n,"rustiness, metallic taste",1,زَنگار گَنی ځاہو خل خُور بیتی شیر۔,The taste of the salin has changed and become metallic.,
47,زوالو,zuwálu,adj,"tasty, sweet",1,دروݯ زُوالو نو بیتی شینی۔,The grapes haven't gotten sweet.,
47,زور,zor,n,"force, strength",1,زور کوری مہ گَنی کُوئی الوسان؟,Where are you taking me insistently?,
48,زوم,zom,n,mountain,1,زومار اوڅ نسی یُو گونیان۔,Springs emerge in the mountains and flow downwards.,
48,زومالو,zomálu,n,"small hill, hillock",1,زومالو نِݰپُوڑی راہو باند اریر۔,The hillock collapsed and blocked the road.,
48,زوموئیک,zomoík,vi,to yawn,1,اورارُو گیتی زوموئیکہ پراے۔,When he/she became sleepy he/she began to yawn.,
48,زونیک,zuník,vt,to beat (someone) soundly,1,جم زُونیکو اچھو بَچے تھوبہ اریر۔,When he was soundly beaten he repented for the future.,
48,زوہچ,zohč,n,goat/yak/ibex hair,1,ہیہ زمانا زوہچ شمینی کا نو کونیان۔,These days no one makes goat-hair ropes.,
48,زوئیک,zoík,vt,"to obey, acquiesce, agree to",1,تان بوغے۔ مہ لوا نو زوئیتاے۔,You go yourself; he/she didn't agree to what I have said. phlegmatic temperament,
48,زوئیک,zoík,vt,"to obey, acquiesce, agree to",2,زہچ رینی شاپیرو یار۔,A yellow dog is a friend of the wolf.,
48,زیپ,zip,n,good form/shape/order/condition,1,مہ اِشناری کیہ زیپہ نو شیرانی۔,My things turned out to be not in proper condition.,
48,ژان,žan,n,life; term of endearment,1,ژان ځاہ نو ہویا؟,Hasn't your life been moistened?,
48,ژغہ,žaγáh,n,place,1,ژَغہ بَدیلی کوسیا؟,Shall we change places?,
48,ژَنگ,žang,n,war,1,ژَنگ بیرُوا تباہی بیسیر۔,If war had begun there would have been destruction.,
48,ژَانوار,žanwár,n,"animal, living creature",1,ژانواران موُژی کیاغ پھُوک کیاغ لوٹ۔,"Among animals, some are small, some large.",
49,ژاو,žaʋ,n,son,1,ہیہ مہ ژاو۔,This is my son.,
49,ژاو,žaʋ,n,son,2,ژُاو اژیکو ڈازی کونیان۔,When a son is born people fire in the air.,
49,ژو,žo,n,grain,1,ژو قیمت ہوے۔,Grain became expensive.,
49,ژور,žuúr,n,daughter,1,ژُور چُمُوٹکیر کہ ہوے موشانتے دونی۔,"When a daughter reaches marriageable age, she is married off.",
49,ژوڑ,žoɫ,n,nut kernel,1,ژوڑو تیل مہ ݯھَمیتاے۔,The oil of nut kernels caused me pain.,
49,ژوَڑی,žuɫí,n,apricot (tree or fruit),1,ژوڑی پوچیرو پَلوغ گوغینی۔,The apricots are ripe; the apples are bug-infested.,
49,ژون,žun,n,"person, individual",1,چور ژون سیرا پھار نِسانی۔,Four persons crossed the bridge.,
49,ژونو,žúnu,adj,alive,1,ژُونوُ اسور۔ وَہُم مو بور۔,He/she is alive; don't worry.,
49,ژوے,žoy,n,water channel,1,ژویہ بی اوغ یو دیت۔,Go to the water channel and let water flow down here.,
49,ژیُبیک,žibík,vt,to eat,1,ݰپیک نو ژیبویان۔,He/she isn't eating.,
